gvkey	year	sics13	sid
177487	2010	138	2
177487	2011	138	0
177487	2012	138	0
177487	2013	138	2
177528	2007	874	2
177528	2008	874	2
177528	2009	874	2
177570	2007	999	0
177570	2008	999	0
177576	2009	731	1
177576	2010	731	1
177601	2010	100	0
177601	2011	100	0
177601	2012	100	0
177601	2013	100	0
177602	2009	209	5
177602	2010	209	5
177602	2011	209	5
177602	2011	514	6
177606	2007	283	0
177606	2008	283	0
177606	2009	283	0
177629	2007	367	1
177629	2008	367	1
177629	2009	367	1
177629	2010	367	1
177629	2011	367	1
177629	2012	367	1
177629	2013	367	1
177630	2007	999	0
177630	2008	999	0
177640	2007	679	0
177640	2008	679	0
177640	2009	679	1
177640	2013	631	2
177640	2013	621	3
177640	2013	628	4
177640	2013	650	5
177650	2007	367	1
177650	2008	367	1
177650	2009	367	1
177650	2010	367	1
177650	2010	737	6
177650	2011	367	1
177650	2011	737	6
177654	2008	357	0
177654	2009	357	1
177654	2010	357	0
177659	2009	356	1
177674	2009	515	2
177674	2009	204	3
177674	2010	204	3
177674	2011	515	2
177674	2011	204	3
177677	2007	283	1
177677	2008	283	1
177677	2009	283	1
177677	2010	283	3
177677	2011	283	3
177677	2011	701	4
177677	2012	283	0
177697	2007	262	0
177697	2008	262	1
177697	2008	262	2
177697	2009	262	1
177697	2009	262	2
177697	2010	262	2
177697	2011	262	1
177697	2011	262	2
177697	2012	262	1
177697	2012	262	2
177699	2007	999	0
177699	2008	999	0
177731	2009	478	1
177731	2010	470	0
177731	2011	478	1
177734	2010	327	3
177734	2010	327	4
177734	2010	170	5
177734	2010	735	6
177734	2011	327	3
177734	2011	327	4
177734	2011	170	5
177734	2011	735	6
177734	2012	327	3
177734	2012	327	4
177734	2013	327	3
177734	2013	327	4
177739	2007	492	2
177739	2008	492	4
177739	2009	492	4
177739	2010	492	4
177739	2011	492	4
177739	2012	492	4
177739	2013	492	5
177739	2013	461	6
177740	2007	357	1
177740	2008	357	1
177744	2007	737	1
177744	2008	737	1
177744	2009	737	0
177744	2010	737	1
177744	2011	737	0
177744	2012	737	1
177744	2013	737	0
177745	2008	620	0
177745	2009	620	0
177745	2010	620	0
177745	2011	622	1
177764	2007	283	0
177764	2008	283	0
177764	2009	283	1
177764	2010	283	1
177764	2011	283	0
177764	2012	283	0
177764	2013	283	0
177765	2007	999	0
177765	2008	999	0
177780	2007	874	0
177780	2008	874	1
177780	2009	874	1
177780	2010	874	0
177780	2011	874	0
177780	2012	874	0
177780	2013	874	0
177781	2007	367	1
177781	2008	367	0
177781	2009	367	1
177781	2010	367	0
177781	2011	367	0
177781	2012	367	1
177782	2007	679	1
177782	2008	679	1
177782	2009	679	1
177782	2010	679	1
177782	2011	679	1
177782	2012	679	1
177782	2013	679	1
177795	2007	209	0
177795	2008	209	0
177795	2009	209	0
177802	2008	999	0
177838	2007	384	0
177838	2008	384	0
177870	2007	737	0
177871	2008	737	1
177871	2009	737	1
177871	2010	737	1
177871	2011	737	1
177871	2012	737	0
177871	2013	737	0
177872	2007	489	0
177872	2008	489	0
177872	2009	489	0
177872	2010	489	0
177872	2011	489	1
177872	2012	489	0
177880	2007	508	2
177880	2008	508	2
177881	2007	384	1
177881	2008	384	1
177881	2009	384	1
177881	2010	384	1
177881	2011	384	1
177881	2012	384	1
177881	2013	384	1
177882	2008	573	0
177882	2009	573	1
177882	2010	573	1
177882	2011	573	0
177882	2012	573	0
177882	2013	573	0
177883	2007	366	1
177883	2008	366	1
177883	2009	366	1
177884	2007	131	0
177884	2008	131	0
177884	2009	131	1
177884	2010	131	0
177884	2011	131	0
177884	2012	131	0
177884	2013	131	0
177895	2009	367	1
177895	2009	355	2
177895	2010	367	1
177895	2010	367	2
177895	2011	367	1
177895	2011	367	2
177895	2011	367	10
177895	2012	367	1
177895	2012	367	2
177895	2012	367	10
177895	2013	367	1
177895	2013	367	2
177895	2013	367	10
177896	2007	131	0
177896	2008	131	0
177896	2009	131	1
177896	2010	131	1
177896	2011	131	0
177896	2012	131	2
177896	2012	131	3
177896	2013	131	2
177896	2013	131	3
177921	2009	283	1
177921	2010	283	1
177921	2011	283	1
177921	2012	283	1
177921	2013	283	1
177924	2007	512	1
177924	2007	512	2
177924	2008	512	1
177924	2008	512	2
177924	2009	512	1
177924	2009	512	2
177924	2010	512	1
177924	2010	512	2
177924	2011	512	1
177924	2011	512	2
177924	2012	512	1
177924	2012	512	2
177924	2013	512	3
177925	2007	371	0
177925	2008	371	0
177925	2009	371	1
177925	2010	371	1
177925	2011	371	0
177925	2012	371	0
177925	2013	371	1
177930	2007	737	1
177930	2008	737	1
177930	2009	737	1
177930	2010	737	1
177930	2011	737	1
177930	2012	737	1
177930	2013	737	1
177943	2007	736	1
177943	2007	736	2
177943	2008	736	1
177943	2008	736	2
177943	2009	736	1
177943	2009	736	2
177943	2010	736	4
177943	2010	736	5
177943	2011	736	2
177943	2011	736	4
177943	2011	736	5
177943	2012	736	4
177943	2012	736	5
177943	2013	736	2
177943	2013	736	4
177943	2013	736	5
177943	2013	736	6
177943	2013	736	7
177944	2007	602	0
177944	2008	602	0
177944	2009	602	0
177944	2010	602	0
177944	2011	602	0
177945	2007	461	2
177945	2008	517	1
177945	2008	461	2
177945	2008	291	3
177945	2011	291	3
177945	2011	461	4
177945	2011	421	5
177945	2012	291	3
177945	2012	461	4
177945	2012	421	5
177945	2013	517	1
177945	2013	291	3
177945	2013	461	4
177945	2013	421	5
177953	2007	470	0
177953	2008	470	0
177953	2009	470	0
177953	2010	470	0
177953	2011	470	0
177953	2012	472	1
177953	2013	472	1
177966	2012	371	0
177966	2013	371	0
177975	2009	267	1
177975	2010	267	1
177975	2011	267	1
177975	2011	267	2
177975	2011	267	3
177975	2012	267	1
177975	2012	267	2
177975	2013	267	4
177982	2007	271	1
177982	2007	738	2
177982	2008	271	1
177982	2008	738	2
177982	2009	271	1
177982	2009	738	4
177982	2009	738	5
177982	2010	271	1
177982	2010	738	4
177982	2010	738	5
177982	2011	271	1
177982	2011	738	4
177982	2011	738	5
177982	2012	271	1
177982	2012	738	4
177982	2012	738	5
177983	2007	737	1
177983	2008	737	1
177983	2009	737	1
177983	2010	737	1
177983	2011	737	1
177983	2012	737	1
177983	2013	737	1
177996	2007	633	1
177996	2007	633	2
177996	2008	633	2
177996	2009	633	1
177996	2009	633	2
177996	2010	633	1
177996	2010	633	2
177996	2011	633	1
177996	2011	633	2
177996	2012	633	1
177996	2012	633	2
177996	2012	633	4
177996	2013	633	1
177996	2013	633	2
177996	2013	633	4
178003	2009	287	0
178003	2010	287	0
178003	2011	287	0
178003	2012	287	0
178003	2013	287	0
178011	2007	357	1
178011	2008	357	1
178011	2009	357	1
178012	2007	737	0
178012	2008	737	1
178012	2009	737	0
178012	2010	737	1
178012	2011	737	5
178012	2011	737	6
178012	2012	737	5
178012	2012	737	6
178012	2013	737	5
178012	2013	737	6
178015	2008	230	0
178015	2009	679	2
178015	2010	230	0
178015	2011	596	4
178015	2012	596	4
178015	2013	596	4
178027	2007	641	5
178027	2007	631	6
178063	2010	737	0
178073	2007	999	0
178073	2008	999	0
178081	2007	737	1
178081	2007	737	5
178081	2008	737	2
178081	2008	737	5
178081	2008	737	7
178081	2009	737	3
178081	2009	737	5
178081	2009	737	7
178081	2010	737	8
178081	2011	737	8
178081	2012	737	8
178081	2013	737	8
178082	2007	441	1
178082	2008	441	1
178082	2009	441	1
178082	2010	441	2
178082	2010	441	3
178082	2010	441	99
178082	2011	441	1
178082	2012	441	1
178082	2013	441	1
178083	2007	737	1
178083	2008	737	0
178083	2009	737	1
178083	2010	737	1
178083	2011	737	1
178083	2012	737	1
178083	2013	737	0
178084	2008	206	1
178084	2008	286	2
178084	2009	206	1
178084	2009	286	2
178084	2009	517	6
178084	2010	206	8
178084	2010	517	9
178084	2010	422	10
178084	2011	206	8
178084	2011	517	9
178084	2011	422	10
178084	2012	473	10
178084	2012	206	11
178084	2012	517	12
178084	2012	206	13
178084	2013	473	10
178084	2013	206	11
178084	2013	517	12
178084	2013	651	15
178084	2013	492	16
178084	2013	299	17
178089	2008	781	1
178089	2009	781	1
178089	2010	781	1
178089	2011	781	2
178089	2011	784	3
178089	2012	781	2
178089	2012	784	3
178089	2013	781	2
178089	2013	784	3
178093	2007	653	2
178093	2007	653	3
178093	2008	653	2
178093	2008	653	3
178093	2008	874	4
178093	2009	653	2
178093	2009	653	3
178093	2009	737	4
178093	2009	653	7
178093	2009	653	8
178093	2009	653	9
178093	2010	653	2
178093	2010	653	3
178093	2010	653	4
178093	2010	737	9
178093	2011	653	2
178093	2011	653	3
178093	2011	653	4
178093	2011	737	9
178093	2012	653	4
178093	2012	737	9
178093	2012	653	11
178093	2013	653	4
178093	2013	737	9
178093	2013	653	11
178097	2009	283	0
178097	2010	283	0
178097	2011	283	0
178097	2012	283	0
178097	2013	283	0
178106	2007	873	1
178106	2008	873	1
178106	2008	283	2
178106	2009	873	1
178106	2009	283	2
178106	2010	873	1
178106	2011	873	1
178106	2011	283	2
178106	2012	873	1
178106	2013	873	1
178113	2008	737	1
178113	2009	737	1
178113	2010	737	1
178113	2011	737	1
178148	2012	100	1
178148	2012	100	2
178148	2012	100	3
178148	2012	100	4
178148	2012	100	5
178148	2012	100	6
178148	2013	104	1
178148	2013	104	2
178148	2013	104	3
178148	2013	104	4
178148	2013	104	6
178148	2013	679	13
178153	2007	366	1
178153	2008	366	1
178153	2012	366	0
178153	2013	366	1
178157	2013	283	1
178172	2010	344	0
178172	2011	344	1
178172	2012	344	0
178172	2013	344	0
178201	2009	549	1
178201	2009	596	2
178201	2010	549	1
178201	2010	596	2
178201	2011	549	1
178201	2011	596	2
178201	2012	549	1
178201	2012	596	2
178201	2013	549	1
178201	2013	596	2
178304	2009	615	2
178304	2009	737	3
178304	2009	473	4
178304	2010	615	2
178304	2010	737	3
178304	2010	473	4
178304	2010	473	6
178304	2011	501	1
178304	2011	615	2
178304	2011	737	3
178304	2011	473	4
178304	2011	473	6
178304	2012	615	2
178304	2012	737	3
178304	2012	473	4
178304	2012	473	6
178304	2013	501	1
178304	2013	615	2
178304	2013	737	3
178304	2013	473	4
178304	2013	473	6
178304	2013	501	7
178310	2007	737	0
178310	2008	737	0
178310	2009	737	1
178310	2010	737	1
178310	2011	737	0
178310	2012	737	0
178310	2013	737	1
178319	2007	131	1
178319	2008	131	1
178319	2009	131	0
178319	2010	131	1
178327	2009	282	1
178327	2010	282	0
178327	2011	282	0
178327	2012	282	0
178327	2013	282	0
178371	2008	633	2
178371	2009	633	2
178371	2009	633	5
178371	2010	633	2
178371	2010	633	5
178371	2010	633	6
178371	2011	633	2
178371	2011	633	5
178371	2011	633	6
178371	2012	633	2
178371	2012	633	5
178371	2012	633	6
178371	2013	633	2
178371	2013	633	5
178371	2013	633	6
178403	2007	999	0
178403	2008	441	2
178403	2009	441	2
178403	2010	441	2
178403	2011	441	2
178403	2012	441	2
178403	2013	441	2
178405	2007	735	0
178405	2008	735	0
178405	2009	735	0
178405	2010	735	0
178405	2011	735	0
178405	2012	735	0
178405	2013	735	0
178443	2007	170	0
178443	2008	170	0
178443	2009	179	1
178443	2010	179	1
178444	2007	999	0
178444	2008	999	0
178453	2007	621	2
178453	2008	874	1
178453	2009	628	1
178453	2009	621	2
178453	2010	628	0
178453	2011	628	4
178453	2012	628	4
178461	2007	499	0
178492	2007	603	0
178492	2008	603	0
178492	2009	603	0
178492	2010	603	0
178492	2011	603	0
178493	2007	731	1
178493	2008	731	1
178493	2009	731	1
178493	2010	731	0
178493	2011	731	1
178493	2012	731	0
178493	2013	731	1
178494	2007	737	2
178494	2007	824	4
178494	2008	737	2
178494	2009	737	2
178494	2009	737	5
178494	2009	737	6
178494	2010	737	2
178494	2010	737	6
178494	2011	737	2
178494	2011	737	6
178494	2012	737	2
178494	2013	737	2
178504	2007	999	0
178504	2008	999	0
178505	2007	999	0
178505	2008	999	0
178507	2007	272	1
178507	2008	272	1
178507	2009	272	1
178507	2010	628	7
178507	2011	628	7
178507	2012	628	1
178507	2012	628	7
178507	2013	628	7
178519	2010	621	4
178519	2011	621	4
178519	2012	621	4
178519	2013	621	4
178525	2007	737	1
178525	2008	737	1
178525	2009	737	0
178525	2010	737	0
178525	2011	737	0
178525	2012	737	0
178525	2013	737	0
178529	2007	628	1
178529	2008	628	1
178529	2009	628	1
178529	2010	628	1
178529	2011	679	1
178529	2012	679	1
178529	2013	679	1
178531	2007	283	0
178531	2008	283	0
178531	2009	283	1
178531	2010	283	0
178531	2011	283	1
178538	2008	284	0
178538	2009	284	1
178538	2010	284	1
178538	2011	284	1
178538	2012	284	1
178538	2013	284	0
178539	2007	999	0
178539	2008	999	0
178539	2009	679	2
178539	2010	679	2
178539	2010	679	3
178539	2011	679	5
178539	2012	679	5
178539	2013	679	5
178545	2007	603	0
178545	2008	603	0
178545	2009	603	0
178545	2010	603	0
178545	2011	603	0
178545	2012	603	0
178545	2013	603	0
178547	2007	283	0
178548	2007	737	1
178548	2008	737	1
178548	2009	737	1
178552	2007	735	1
178552	2007	735	2
178552	2007	508	3
178552	2007	735	4
178552	2008	735	1
178552	2008	735	2
178552	2008	508	3
178552	2008	735	4
178552	2009	735	1
178552	2009	735	2
178552	2009	508	3
178552	2009	735	4
178552	2010	735	1
178552	2010	735	2
178552	2010	508	3
178552	2011	735	1
178552	2011	735	2
178552	2011	508	3
178552	2012	735	1
178552	2012	735	2
178552	2012	508	3
178552	2013	735	1
178552	2013	735	2
178552	2013	508	3
178568	2007	481	0
178568	2008	481	1
178569	2007	999	0
178569	2008	999	0
178593	2008	596	1
178600	2007	603	0
178600	2008	603	0
178600	2009	603	0
178600	2010	603	0
178600	2011	603	0
178600	2012	603	0
178600	2013	603	0
178608	2007	122	0
178608	2008	122	0
178608	2009	122	0
178608	2010	122	0
178608	2011	122	0
178608	2012	122	0
178608	2013	122	0
178609	2008	829	1
178609	2009	829	1
178609	2010	820	0
178609	2011	829	2
178609	2011	829	3
178609	2012	829	2
178609	2012	829	3
178609	2012	829	5
178609	2013	829	2
178609	2013	829	3
178609	2013	829	5
178610	2007	651	1
178610	2008	679	0
178610	2009	679	0
178610	2010	679	0
178610	2011	679	1
178610	2012	679	1
178610	2013	679	0
178619	2007	384	1
178619	2008	384	0
178619	2009	384	1
178619	2010	384	1
178619	2011	384	1
178619	2012	384	0
178619	2013	384	0
178632	2007	999	0
178632	2008	999	0
178633	2007	737	0
178633	2008	737	0
178633	2009	737	0
178633	2010	737	0
178633	2011	737	0
178645	2007	609	1
178645	2007	609	2
178645	2008	609	1
178645	2008	609	2
178659	2007	275	2
178659	2007	399	3
178659	2008	399	3
178662	2007	999	0
178662	2008	999	0
178672	2007	287	2
178672	2008	291	1
178672	2008	287	2
178672	2009	287	2
178672	2010	291	1
178672	2010	287	2
178672	2011	291	1
178672	2011	287	2
178672	2012	291	1
178672	2012	287	2
178672	2013	287	2
178673	2007	391	0
178673	2008	391	1
178676	2009	499	1
178676	2010	499	1
178676	2011	499	1
178676	2012	499	0
178676	2013	499	1
178683	2008	737	1
178683	2008	179	2
178683	2008	504	3
178683	2009	179	2
178683	2009	504	3
178683	2010	737	1
178683	2010	179	2
178683	2010	504	3
178684	2007	131	0
178684	2008	131	1
178684	2009	131	1
178684	2010	131	0
178684	2011	131	0
178684	2012	131	1
178684	2013	131	0
178703	2007	628	1
178703	2008	628	0
178703	2009	628	1
178703	2010	628	0
178703	2011	628	0
178703	2012	628	0
178703	2013	628	1
178704	2008	599	1
178704	2009	599	1
178704	2010	599	1
178704	2011	599	1
178704	2012	599	0
178704	2013	599	0
178706	2007	385	1
178706	2007	385	2
178706	2007	396	3
178706	2007	385	4
178706	2008	385	1
178706	2008	385	2
178706	2008	396	3
178706	2008	385	4
178706	2009	385	1
178706	2009	385	2
178706	2009	385	4
178722	2007	384	1
178722	2008	384	1
178738	2007	807	1
178738	2008	807	0
178738	2009	807	1
178741	2007	489	1
178741	2007	481	2
178741	2008	489	1
178741	2008	481	2
178741	2009	489	1
178741	2009	481	2
178741	2010	481	4
178741	2010	481	5
178741	2010	481	6
178741	2010	483	7
178741	2011	481	4
178741	2011	481	5
178741	2011	481	6
178741	2011	483	7
178741	2012	481	4
178741	2012	481	5
178741	2012	481	6
178741	2012	483	7
178741	2013	481	4
178741	2013	481	5
178741	2013	481	6
178741	2013	483	7
178750	2007	641	0
178750	2008	641	3
178750	2008	641	4
178750	2008	641	5
178750	2008	641	6
178750	2009	641	3
178750	2009	641	4
178750	2009	641	5
178750	2009	641	6
178750	2010	641	3
178750	2010	641	4
178750	2010	641	5
178750	2010	641	6
178750	2011	641	3
178750	2011	641	4
178750	2011	641	5
178750	2012	641	3
178750	2012	641	4
178750	2012	641	5
178750	2013	641	3
178750	2013	641	4
178750	2013	641	5
178752	2007	283	1
178752	2008	283	1
178752	2009	283	1
178752	2010	283	1
178752	2011	283	1
178752	2012	283	1
178752	2013	283	1
178765	2007	737	1
178765	2008	737	1
178765	2009	737	1
178765	2010	737	1
178765	2011	737	0
178765	2012	737	0
178765	2013	737	0
178767	2007	489	1
178767	2008	489	1
178767	2009	489	0
178767	2010	489	1
178767	2011	489	1
178767	2012	489	1
178767	2013	489	0
178774	2010	384	0
178774	2011	384	1
178774	2012	384	1
178774	2013	384	1
178779	2007	628	1
178779	2008	628	1
178779	2009	628	1
178795	2007	10	1
178795	2007	75	2
178795	2007	10	3
178795	2008	10	1
178795	2008	75	2
178795	2008	10	3
178795	2009	21	2
178795	2009	17	3
178795	2010	11	4
178795	2011	11	6
178795	2011	543	7
178795	2012	11	5
178795	2012	516	7
178795	2013	11	5
178795	2013	11	6
178795	2013	516	7
178796	2007	731	0
178796	2008	731	0
178796	2009	731	1
178796	2010	731	0
178796	2011	731	0
178796	2012	731	1
178796	2013	731	0
178797	2007	822	1
178797	2008	822	1
178797	2009	822	1
178797	2010	822	1
178797	2011	822	1
178797	2012	822	1
178797	2013	822	1
178797	2013	822	2
178798	2007	131	1
178798	2008	131	1
178798	2009	131	1
178798	2010	131	0
178798	2011	131	0
178798	2012	131	0
178798	2013	131	1
178799	2007	283	1
178799	2008	283	1
178799	2009	283	0
178800	2008	283	1
178800	2009	283	1
178801	2007	999	0
178801	2008	999	0
178803	2007	805	1
178803	2008	805	1
178803	2009	805	0
178803	2010	805	0
178803	2011	805	0
178803	2012	805	1
178803	2013	805	1
178804	2007	999	0
178804	2008	999	0
178805	2007	382	0
178805	2008	382	0
178805	2009	382	0
178806	2007	521	0
178806	2008	521	1
178806	2009	521	1
178806	2010	521	0
178806	2011	521	0
178806	2012	521	1
178806	2013	521	1
178811	2008	679	1
178811	2009	679	1
178811	2010	679	1
178811	2011	679	0
178811	2012	679	1
178811	2013	679	1
178814	2007	628	1
178814	2008	628	1
178814	2009	628	1
178814	2010	628	1
178814	2011	628	1
178814	2012	628	1
178814	2013	628	1
178823	2012	633	1
178823	2013	633	0
178828	2007	999	0
178828	2008	999	0
178834	2007	603	0
178834	2008	603	0
178834	2009	603	0
178834	2010	603	0
178834	2011	603	0
178834	2012	603	0
178834	2013	603	0
178835	2007	131	0
178835	2008	131	0
178838	2007	591	0
178838	2008	591	0
178838	2009	591	0
178838	2010	591	0
178838	2011	591	1
178838	2012	591	1
178838	2013	591	1
178839	2007	440	1
178839	2008	440	1
178840	2007	999	0
178840	2008	999	0
178846	2007	495	2
178846	2007	495	3
178846	2007	495	4
178846	2007	495	5
178846	2008	495	6
178846	2008	495	7
178846	2008	495	8
178846	2008	495	9
178846	2009	495	6
178846	2009	495	7
178846	2009	495	8
178846	2009	495	9
178846	2010	495	6
178846	2010	495	7
178846	2010	495	8
178846	2010	495	9
178846	2011	495	6
178846	2011	495	7
178846	2011	495	8
178846	2011	495	9
178846	2012	495	6
178846	2012	495	7
178846	2012	495	8
178846	2012	495	9
178847	2007	384	0
178847	2008	384	0
178847	2009	384	0
178847	2010	384	0
178847	2011	384	0
178847	2012	384	1
178847	2013	384	0
178848	2007	621	0
178848	2008	621	1
178848	2009	621	2
178848	2009	621	3
178848	2009	621	4
178848	2010	621	2
178848	2010	621	3
178848	2011	621	2
178848	2011	621	3
178850	2007	679	2
178850	2008	737	1
178850	2008	679	2
178850	2009	737	1
178850	2009	679	2
178851	2007	999	0
178851	2008	208	2
178851	2009	208	2
178851	2010	208	3
178851	2010	208	4
178851	2011	208	4
178851	2012	291	6
178851	2012	138	7
178851	2013	138	7
178855	2007	283	1
178855	2008	283	1
178855	2009	283	1
178862	2007	679	0
178862	2008	679	1
178862	2009	679	0
178862	2010	679	1
178862	2011	679	0
178862	2012	679	0
178862	2013	679	1
178863	2007	492	1
178863	2008	492	0
178863	2009	492	0
178863	2010	492	1
178863	2011	492	1
178863	2012	492	1
178863	2013	492	0
178864	2007	999	0
178864	2008	999	0
178865	2007	367	1
178865	2008	367	1
178865	2009	367	1
178865	2010	367	1
178865	2011	367	0
178865	2012	367	0
178865	2013	367	1
178866	2008	357	1
178866	2009	357	1
178866	2010	357	0
178868	2007	737	1
178868	2008	737	1
178868	2009	737	1
178868	2010	737	1
178868	2011	737	1
178870	2011	131	0
178870	2012	131	0
178870	2013	131	0
178877	2007	441	1
178877	2008	441	1
178877	2009	441	1
178877	2010	441	1
178877	2011	441	0
178877	2012	441	0
178877	2013	441	0
178878	2009	131	1
178892	2007	489	0
178892	2008	489	0
178892	2009	489	0
178896	2009	506	1
178896	2010	506	3
178896	2010	366	4
178896	2011	366	4
178899	2007	999	0
178899	2008	999	0
178906	2007	999	0
178906	2008	999	0
178906	2010	325	2
178906	2011	325	2
178906	2012	325	2
178906	2013	325	2
178939	2007	516	1
178939	2007	874	3
178939	2007	355	4
178939	2008	333	2
178939	2008	874	3
178939	2009	333	2
178939	2009	874	3
178939	2010	516	1
178939	2010	874	3
178939	2011	516	1
178939	2011	333	2
178939	2011	874	3
178939	2012	516	1
178939	2012	874	3
178943	2007	367	1
178943	2008	367	1
178943	2009	367	1
178943	2010	367	1
178943	2011	367	1
178943	2012	367	0
178943	2013	367	1
178958	2007	451	1
178958	2007	824	2
178958	2007	451	3
178958	2008	451	1
178958	2008	824	2
178958	2008	451	3
178958	2009	824	2
178971	2007	331	1
178971	2007	331	2
178972	2011	283	1
178972	2012	283	1
178972	2013	283	0
178973	2008	559	1
178973	2009	559	1
178973	2010	559	1
178973	2011	559	2
178973	2011	559	3
178973	2012	559	2
178973	2012	559	3
178973	2013	559	3
178974	2007	353	1
178974	2008	353	0
178974	2009	353	1
178974	2010	353	0
178974	2011	353	0
178974	2012	353	1
178975	2007	731	1
178975	2008	731	0
178975	2009	731	0
178975	2010	731	0
178975	2011	731	0
178975	2012	731	0
178975	2013	731	1
178976	2008	829	1
178976	2009	829	1
178976	2010	829	1
178976	2011	829	1
178976	2012	821	1
178976	2013	821	1
178995	2010	505	1
178995	2011	505	1
178995	2012	505	1
178995	2013	505	1
178997	2011	679	1
178997	2012	679	1
178997	2013	679	0
179003	2007	603	0
179003	2008	603	0
179003	2009	603	0
179003	2010	603	0
179003	2011	603	0
179003	2012	603	0
179003	2013	603	0
179017	2008	999	0
179017	2009	999	0
179022	2007	820	0
179022	2008	820	0
179022	2009	820	0
179022	2010	820	0
179022	2011	820	0
179022	2012	820	0
179022	2013	820	0
179026	2007	367	1
179026	2008	367	0
179027	2007	737	1
179027	2007	737	2
179027	2008	737	1
179027	2008	737	2
179027	2009	737	1
179027	2009	737	2
179027	2010	737	1
179027	2010	737	2
179027	2011	737	1
179027	2011	737	2
179027	2012	737	1
179027	2012	737	2
179027	2013	737	1
179027	2013	737	2
179028	2007	737	1
179028	2008	737	1
179028	2009	737	1
179028	2010	737	1
179028	2011	737	1
179029	2007	655	1
179029	2007	650	3
179029	2007	650	4
179029	2007	650	5
179029	2007	650	6
179029	2008	655	1
179029	2008	655	3
179029	2008	655	4
179029	2008	655	5
179029	2008	655	6
179029	2009	655	1
179029	2009	655	3
179029	2009	655	4
179029	2009	655	5
179029	2009	655	6
179029	2010	655	1
179029	2010	655	3
179029	2010	655	4
179029	2010	655	5
179029	2010	655	6
179029	2011	655	1
179029	2011	655	3
179029	2011	655	4
179029	2011	655	5
179029	2011	655	6
179029	2012	655	1
179029	2012	655	3
179029	2012	655	4
179029	2012	655	5
179029	2012	655	6
179029	2012	655	8
179029	2013	655	1
179029	2013	655	3
179029	2013	655	4
179029	2013	655	6
179029	2013	655	8
179058	2008	364	1
179058	2009	364	1
179058	2010	364	0
179058	2011	364	2
179058	2011	874	3
179058	2012	364	2
179058	2012	874	3
179058	2013	364	2
179058	2013	874	3
179060	2013	104	2
179065	2007	999	0
179065	2008	999	0
179065	2009	999	0
179066	2008	999	0
179067	2008	999	0
179067	2009	999	0
179077	2007	679	2
179077	2008	81	4
179077	2008	679	5
179077	2009	655	1
179077	2009	81	4
179077	2009	679	5
179077	2010	81	4
179077	2010	679	5
179077	2011	655	1
179077	2011	81	4
179077	2011	679	5
179077	2012	655	1
179077	2012	81	4
179077	2012	679	5
179077	2013	679	5
179079	2007	602	0
179081	2007	299	1
179081	2008	299	1
179081	2009	299	0
179081	2010	299	1
179081	2011	299	2
179081	2011	335	3
179082	2007	367	0
179082	2008	367	0
179082	2009	367	0
179082	2010	367	1
179082	2010	367	5
179082	2011	367	5
179082	2012	367	1
179082	2012	367	5
179084	2007	737	1
179084	2008	737	0
179084	2009	737	1
179084	2010	737	0
179084	2011	737	0
179084	2012	737	0
179084	2013	737	1
179085	2008	999	0
179087	2007	441	1
179087	2008	441	1
179087	2009	441	1
179087	2010	441	1
179087	2011	441	1
179087	2012	441	1
179087	2013	441	1
179094	2012	581	2
179094	2012	581	3
179094	2013	581	2
179094	2013	581	3
179110	2007	230	0
179110	2008	230	3
179110	2009	230	3
179110	2010	230	3
179110	2011	230	1
179110	2011	230	2
179110	2011	230	3
179110	2011	230	4
179110	2012	230	1
179110	2012	230	2
179110	2012	230	3
179110	2013	230	1
179110	2013	230	3
179110	2013	230	4
179132	2007	160	0
179132	2008	160	0
179132	2009	160	0
179132	2010	162	1
179132	2011	160	0
179132	2012	162	1
179132	2013	162	1
179186	2008	286	0
179186	2009	286	0
179186	2010	286	0
179186	2011	286	0
179186	2012	286	0
179186	2013	286	0
179202	2008	366	4
179202	2008	489	5
179202	2009	366	4
179202	2009	489	5
179202	2010	366	4
179202	2010	489	5
179202	2011	366	4
179202	2011	489	5
179202	2011	489	7
179202	2012	366	4
179202	2012	489	5
179202	2012	489	7
179202	2013	366	4
179202	2013	489	7
179208	2008	650	1
179216	2008	491	0
179216	2009	491	0
179216	2010	491	2
179216	2010	81	4
179216	2011	491	2
179216	2011	492	3
179216	2012	491	2
179216	2012	81	4
179216	2012	401	6
179216	2012	492	7
179216	2013	491	2
179216	2013	492	7
179231	2008	603	0
179231	2009	603	0
179231	2010	603	0
179234	2012	603	0
179234	2013	603	0
179246	2011	109	0
179246	2012	109	1
179246	2013	109	0
179249	2009	351	6
179249	2009	351	7
179249	2009	179	8
179249	2009	179	9
179249	2010	351	6
179249	2010	351	7
179249	2010	179	8
179249	2011	351	6
179249	2011	351	7
179249	2011	179	8
179249	2012	351	6
179249	2012	351	7
179249	2012	179	8
179249	2013	351	6
179249	2013	351	7
179249	2013	179	8
179251	2008	999	0
179251	2009	633	0
179253	2008	492	0
179253	2009	492	0
179254	2008	999	0
179256	2008	999	0
179257	2008	999	0
179258	2008	641	1
179258	2009	641	1
179259	2008	494	1
179259	2009	494	0
179259	2010	494	1
179281	2008	999	0
179288	2008	271	1
179288	2009	271	1
179288	2010	271	1
179288	2011	271	0
179288	2012	271	1
179288	2013	271	1
179298	2008	603	0
179298	2009	603	0
179298	2010	603	0
179298	2011	603	0
179298	2012	603	0
179298	2013	603	0
179299	2008	809	1
179299	2009	809	0
